assessment_id,beneficiary_id,cohort_id,assessment_date,wave,score,max_score,assessor,subject
ASMT-006205,BEN-03183,COHORT-PL-026,2025-11-27,1,76.7,100,Maurice Waweru,Numeracy
ASMT-006206,BEN-03183,COHORT-PL-026,2026-02-25,2,81.6,100,Nicholas Awino,Life Skills
ASMT-006207,BEN-03184,COHORT-PL-026,2025-12-20,1,65.1,100,Caroline Simiyu,Literacy
ASMT-006208,BEN-03184,COHORT-PL-026,2026-04-05,2,64.4,100,Xavier Otieno,Numeracy
ASMT-006209,BEN-03185,COHORT-PL-026,2025-12-03,1,80.1,100,Grace Kamau,Life Skills
ASMT-006210,BEN-03185,COHORT-PL-026,2026-03-03,2,100.0,100,Nancy Mutua,Technical Skills
ASMT-006211,BEN-03186,COHORT-PL-026,2025-12-13,1,87.5,100,Wanjiku Rotich,Numeracy
ASMT-006212,BEN-03186,COHORT-PL-026,2026-03-28,2,157.1,100,Francis Awino,Technical Skills
ASMT-006213,BEN-03187,COHORT-PL-026,2025-11-20,1,85.7,100,Yvonne Mutinda,Life Skills
ASMT-006214,BEN-03187,COHORT-PL-026,2026-02-18,2,97.9,100,Aisha Wangari,Literacy
ASMT-006215,BEN-03188,COHORT-PL-026,2025-12-13,1,80.1,100,Nancy Simiyu,Life Skills
ASMT-006216,BEN-03188,COHORT-PL-026,2026-03-13,2,35.9,100,James Njoroge,Life Skills
ASMT-006217,BEN-03189,COHORT-PL-026,2025-12-08,1,70.8,100,Wanjiku Adhiambo,Life Skills
ASMT-006218,BEN-03189,COHORT-PL-026,2026-03-08,2,86.7,100,Irene Mwangi,Literacy
ASMT-006219,BEN-03190,COHORT-PL-026,20-Nov-2025,1,89.6,100,Quinton Gichuki,Life Skills
ASMT-006220,BEN-03190,COHORT-PL-026,18/02/2026,2,71.4,100,Olive Awino,Life Skills
ASMT-006221,BEN-03191,COHORT-PL-026,2025-11-24,1,76.8,100,Harrison Ochieng,Life Skills
ASMT-006222,BEN-03191,COHORT-PL-026,2026-02-22,2,67.5,100,Cynthia Maina,Literacy
ASMT-006223,BEN-03192,COHORT-PL-026,2025-12-20,1,88.5,100,Francis Wanjiku,Literacy
ASMT-006224,BEN-03192,COHORT-PL-026,2026-03-20,2,39.1,100,Uchenna Kariuki,Technical Skills
ASMT-006225,BEN-03193,COHORT-PL-026,2025-12-15,1,164.0,100,Amina Onyango,Technical Skills
ASMT-006226,BEN-03193,COHORT-PL-026,2026-03-15,2,51.0,100,Priscilla Wanjiku,Technical Skills
ASMT-006227,BEN-03194,COHORT-PL-026,2025-11-21,1,67.0,100,Irene Wanjiku,Numeracy
ASMT-006228,BEN-03194,COHORT-PL-026,2026-02-19,2,162.2,100,Tabitha Kimani,Numeracy
ASMT-006229,BEN-03195,COHORT-PL-026,2025-11-27,1,46.4,100,Yvonne Mugo,Technical Skills
ASMT-006230,BEN-03195,COHORT-PL-026,2026-02-25,2,69.7,100,Francis Kimani,Literacy
ASMT-006231,BEN-03196,COHORT-PL-026,2025-12-06,1,56.0,100,Joseph Njenga,Life Skills
ASMT-006232,BEN-03196,COHORT-PL-026,2026-03-06,2,45.4,100,Hassan Mutinda,Literacy
ASMT-006233,BEN-03197,COHORT-PL-026,06/12/2025,1,80.5,100,Violet Odongo,Life Skills
ASMT-006234,BEN-03197,COHORT-PL-026,2026-03-06,2,64.0,100,Yvonne Simiyu,Numeracy
ASMT-006235,BEN-03198,COHORT-PL-026,2025-12-10,1,95.2,100,Aisha Kariuki,Life Skills
ASMT-006236,BEN-03198,COHORT-PL-026,2026-03-10,2,79.8,100,Brian Odongo,Life Skills
ASMT-006237,BEN-03199,COHORT-PL-026,2025-11-30,1,77.9,100,Grace Kamau,Life Skills
ASMT-006238,BEN-03199,COHORT-PL-026,2026-03-24,2,53.4,100,Gladys Ndung'u,Technical Skills
ASMT-006239,BEN-03200,COHORT-PL-026,2025-12-20,1,78.8,100,Olive Mutua,Technical Skills
ASMT-006240,BEN-03200,COHORT-PL-026,2026-03-20,2,77.3,100,Boniface Kariuki,Literacy
ASMT-006241,BEN-03201,COHORT-PL-026,2025-12-17,1,92.5,100,Gladys Kiplagat,Literacy
ASMT-006242,BEN-03201,COHORT-PL-026,2026-03-17,2,65.3,100,Kendi Awino,Literacy
ASMT-006243,BEN-03202,COHORT-PL-026,2025-11-21,1,74.9,100,Stephen Gichuki,Technical Skills
ASMT-006244,BEN-03202,COHORT-PL-026,2026-02-19,2,73.1,100,Uchenna Achieng,Life Skills
ASMT-006245,BEN-03203,COHORT-PL-026,2025-12-19,1,76.4,100,Xavier Mutua,Technical Skills
ASMT-006246,BEN-03203,COHORT-PL-026,2026-03-19,2,76.8,100,Maurice Were,Literacy
ASMT-006247,BEN-03204,COHORT-PL-026,2025-12-06,1,67.9,100,Lilian Omondi,Technical Skills
ASMT-006248,BEN-03204,COHORT-PL-026,2026-03-06,2,100.0,100,Olive Mutinda,Numeracy
ASMT-006249,BEN-03205,COHORT-PL-026,2025-11-21,1,74.8,100,Kendi Waweru,Life Skills
ASMT-006250,BEN-03205,COHORT-PL-026,2026-02-19,2,84.5,100,Caroline Waweru,Life Skills
ASMT-006251,BEN-03206,COHORT-PL-026,2025-12-18,1,87.5,100,Tabitha Adhiambo,Life Skills
ASMT-006252,BEN-03206,COHORT-PL-026,2026-03-18,2,72.9,100,Seun Adhiambo,Numeracy
ASMT-006253,BEN-03207,COHORT-PL-026,2025-11-29,1,87.4,100,Olive Gichuki,Technical Skills
ASMT-006254,BEN-03207,COHORT-PL-026,2026-02-27,2,77.3,100,Quinton Kamau,Life Skills
ASMT-006255,BEN-03208,COHORT-PL-026,2025-11-29,1,93.3,100,Rose Kamau,Numeracy
ASMT-006256,BEN-03208,COHORT-PL-026,2026-02-27,2,84.5,100,Owen Kiplagat,Technical Skills
ASMT-006257,BEN-03209,COHORT-PL-026,2025-12-12,1,70.7,100,Mary Otieno,Technical Skills
ASMT-006258,BEN-03209,COHORT-PL-026,2026-04-05,2,63.6,100,Yvonne Simiyu,Technical Skills
ASMT-006259,BEN-03210,COHORT-PL-026,2025-12-10,1,100.0,100,Rose Otieno,Literacy
ASMT-006260,BEN-03210,COHORT-PL-026,2026-03-10,2,68.5,100,Kendi Simiyu,Numeracy
ASMT-006261,BEN-03211,COHORT-PL-026,2025-11-29,1,71.9,100,David Kiplagat,Numeracy
ASMT-006262,BEN-03212,COHORT-PL-026,2025-12-03,1,68.0,100,Irene Kimani,Life Skills
ASMT-006263,BEN-03212,COHORT-PL-026,2026-03-03,2,82.0,100,Xavier Ochieng,Technical Skills
ASMT-006264,BEN-03213,COHORT-PL-026,2025-12-16,1,47.9,100,Yvonne Onyango,Technical Skills
ASMT-006265,BEN-03213,COHORT-PL-026,2026-03-06,2,53.4,100,Tabitha Kiprotich,Technical Skills
ASMT-006266,BEN-03214,COHORT-PL-026,2025-11-26,1,88.1,100,Owen Maina,Life Skills
ASMT-006267,BEN-03214,COHORT-PL-026,2026-02-24,2,72.7,100,Leonard Mutua,Literacy
ASMT-006268,BEN-03215,COHORT-VN-001,2025-12-22,1,69.4,100,Maurice Rotich,Literacy
ASMT-006269,BEN-03215,COHORT-VN-001,2026-03-18,2,85.0,100,Kendi Mwangi,Literacy
ASMT-006270,BEN-03216,COHORT-VN-001,2025-12-03,1,71.8,100,Brian Mutinda,Life Skills
ASMT-006271,BEN-03216,COHORT-VN-001,2026-03-03,2,75.6,100,Violet Adhiambo,Life Skills
ASMT-006272,BEN-03217,COHORT-VN-001,2025-12-10,1,66.9,100,Priscilla Kiprotich,Literacy
ASMT-006273,BEN-03217,COHORT-VN-001,2026-03-10,2,72.5,100,Harrison Wanjiku,Life Skills
ASMT-006274,BEN-03218,COHORT-VN-001,2025-11-29,1,61.2,100,Felix Njoroge,Technical Skills
ASMT-006275,BEN-03218,COHORT-VN-001,27/02/2026,2,65.8,100,Xavier Njenga,Technical Skills
ASMT-006276,BEN-03219,COHORT-VN-001,2025-11-27,1,53.3,100,Maurice Simiyu,Life Skills
ASMT-006277,BEN-03219,COHORT-VN-001,2026-02-25,2,79.6,100,Caroline Otieno,Technical Skills
ASMT-006278,BEN-03220,COHORT-VN-001,2025-12-17,1,80.9,100,Caroline Maina,Life Skills
ASMT-006279,BEN-03220,COHORT-VN-001,2026-03-17,2,76.0,100,,Technical Skills
ASMT-006280,BEN-03221,COHORT-VN-001,2025-12-05,1,73.6,100,Nancy Njenga,Numeracy
ASMT-006281,BEN-03221,COHORT-VN-001,2026-03-05,2,73.0,100,Wanjiku Musyoka,Technical Skills
ASMT-006282,BEN-03222,COHORT-VN-001,2025-12-16,1,68.2,100,Rose Auma,Life Skills
ASMT-006283,BEN-03222,COHORT-VN-001,2026-03-16,2,67.3,100,Joseph Kamau,Numeracy
ASMT-006284,BEN-03223,COHORT-VN-001,2025-12-02,1,38.8,100,Xavier Onyango,Life Skills
ASMT-006285,BEN-03223,COHORT-VN-001,2026-03-02,2,44.7,100,Patrick Were,Literacy
ASMT-006286,BEN-03224,COHORT-VN-001,2025-11-22,1,59.2,100,Leonard Ochieng,Life Skills
ASMT-006287,BEN-03224,COHORT-VN-001,2026-02-20,2,179.6,100,Gladys Ndung'u,Numeracy
ASMT-006288,BEN-03225,COHORT-VN-001,2025-11-29,1,92.3,100,Grace Omondi,Numeracy
ASMT-006289,BEN-03225,COHORT-VN-001,2026-02-27,2,57.4,100,Zipporah Auma,Literacy
ASMT-006290,BEN-03226,COHORT-VN-001,2025-11-26,1,74.0,100,Xavier Chebet,Numeracy
ASMT-006291,BEN-03226,COHORT-VN-001,2026-02-24,2,63.4,100,Maurice Wanjiku,Technical Skills
ASMT-006292,BEN-03227,COHORT-VN-001,2025-12-25,1,80.4,100,Maurice Githinji,Technical Skills
ASMT-006293,BEN-03227,COHORT-VN-001,2026-02-27,2,72.7,100,Dennis Wangari,Numeracy
ASMT-006294,BEN-03228,COHORT-VN-001,2025-11-30,1,57.2,100,Brian Otieno,Numeracy
ASMT-006295,BEN-03228,COHORT-VN-001,2026-02-28,2,64.1,100,Zipporah Gichuki,Numeracy
ASMT-006296,BEN-03229,COHORT-VN-001,2025-12-18,1,70.3,100,Zipporah Ndung'u,Life Skills
ASMT-006297,BEN-03229,COHORT-VN-001,2026-03-18,2,27.5,100,Francis Maina,Life Skills
ASMT-006298,BEN-03230,COHORT-VN-001,2025-12-03,1,83.8,100,Cynthia Wangari,Technical Skills
ASMT-006299,BEN-03230,COHORT-VN-001,03/03/2026,2,84.7,100,Gladys Auma,Technical Skills
ASMT-006300,BEN-03231,COHORT-VN-001,2025-11-20,1,66.4,100,Francis Achieng,Literacy
ASMT-006301,BEN-03231,COHORT-VN-001,2026-02-18,2,57.8,100,Quinton Achieng,Technical Skills
ASMT-006302,BEN-03232,COHORT-VN-001,2025-12-05,1,86.9,100,Caroline Mutua,Literacy
ASMT-006303,BEN-03232,COHORT-VN-001,2026-03-05,2,83.1,100,Hassan Ochieng,Numeracy
ASMT-006304,BEN-03233,COHORT-VN-001,2025-12-17,1,71.9,100,Irene Musyoka,Literacy
ASMT-006305,BEN-03234,COHORT-VN-001,2025-12-13,1,88.8,100,Seun Mutua,Numeracy
ASMT-006306,BEN-03234,COHORT-VN-001,2026-03-13,2,49.3,100,Francis Auma,Literacy
ASMT-006307,BEN-03235,COHORT-VN-001,07/12/2025,1,90.5,100,Caroline Kiplagat,Technical Skills
ASMT-006308,BEN-03235,COHORT-VN-001,2026-03-07,2,83.7,100,Olive Simiyu,Life Skills
ASMT-006309,BEN-03236,COHORT-VN-001,2025-12-01,1,66.2,100,Irene Achieng,Technical Skills
ASMT-006310,BEN-03236,COHORT-VN-001,2026-03-01,2,71.7,100,Seun Mutinda,Technical Skills
ASMT-006311,BEN-03237,COHORT-VN-001,2025-11-29,1,79.1,100,Nancy Awino,Life Skills
ASMT-006312,BEN-03237,COHORT-VN-001,27-Feb-2026,2,87.7,100,Yvonne Githinji,Technical Skills
ASMT-006313,BEN-03238,COHORT-VN-001,2025-12-17,1,83.3,100,Joseph Awino,Numeracy
ASMT-006314,BEN-03238,COHORT-VN-001,2026-03-17,2,53.4,100,,Literacy
ASMT-006315,BEN-03239,COHORT-VN-001,2025-12-11,1,75.2,100,David Auma,Numeracy
ASMT-006316,BEN-03239,COHORT-VN-001,2026-03-03,2,79.8,100,,Life Skills
ASMT-006317,BEN-03240,COHORT-VN-001,2025-12-17,1,194.7,100,Rose Mutua,Technical Skills
ASMT-006318,BEN-03240,COHORT-VN-001,2026-03-17,2,65.6,100,Zipporah Ochieng,Literacy
ASMT-006319,BEN-03241,COHORT-VN-001,2025-12-12,1,89.7,100,Francis Githinji,Literacy
ASMT-006320,BEN-03241,COHORT-VN-001,2026-03-12,2,69.8,100,Francis Mugo,Life Skills
ASMT-006321,BEN-03242,COHORT-VN-001,2025-12-09,1,32.3,100,Violet Kimani,Literacy
ASMT-006322,BEN-03242,COHORT-VN-001,09-Mar-2026,2,59.6,100,Wanjiku Otieno,Life Skills
ASMT-006323,BEN-03243,COHORT-VN-001,2025-11-26,1,38.7,100,Hassan Odongo,Numeracy
ASMT-006324,BEN-03243,COHORT-VN-001,24/02/2026,2,73.0,100,Olive Rotich,Technical Skills
ASMT-006325,BEN-03244,COHORT-VN-001,2025-12-13,1,58.2,100,Kezia Otieno,Technical Skills
ASMT-006326,BEN-03244,COHORT-VN-001,2026-03-13,2,57.4,100,Francis Nyambura,Life Skills
ASMT-006327,BEN-03245,COHORT-VN-001,2025-12-18,1,67.4,100,Zipporah Njoroge,Technical Skills
ASMT-006328,BEN-03245,COHORT-VN-001,18-Mar-2026,2,60.3,100,James Simiyu,Numeracy
ASMT-006329,BEN-03246,COHORT-VN-001,2025-11-29,1,51.0,100,Kendi Kariuki,Numeracy
ASMT-006330,BEN-03246,COHORT-VN-001,27-Feb-2026,2,37.8,100,Irene Mugo,Technical Skills
ASMT-006331,BEN-03247,COHORT-VN-001,2025-11-23,1,76.5,100,Owen Odongo,Technical Skills
ASMT-006332,BEN-03247,COHORT-VN-001,2026-02-21,2,84.8,100,Lilian Githinji,Life Skills
ASMT-006333,BEN-03248,COHORT-VN-001,2025-11-25,1,10.3,100,Irene Mwangi,Literacy
ASMT-006334,BEN-03249,COHORT-VN-001,2025-12-09,1,77.1,100,Cynthia Mutua,Literacy
ASMT-006335,BEN-03249,COHORT-VN-001,2026-03-09,2,56.2,100,Brian Mutinda,Literacy
ASMT-006336,BEN-03250,COHORT-VN-001,2025-11-20,1,51.5,100,Seun Njenga,Life Skills
ASMT-006337,BEN-03250,COHORT-VN-001,2026-02-18,2,88.7,100,Zipporah Njoroge,Life Skills
ASMT-006338,BEN-03251,COHORT-VN-001,2025-11-24,1,73.9,100,Zipporah Ochieng,Literacy
ASMT-006339,BEN-03251,COHORT-VN-001,2026-02-22,2,52.2,100,Yvonne Achieng,Numeracy
ASMT-006340,BEN-03252,COHORT-VN-001,2025-12-07,1,77.6,100,Rose Mwangi,Literacy
ASMT-006341,BEN-03252,COHORT-VN-001,2026-03-07,2,66.3,100,Kendi Kiplagat,Life Skills
ASMT-006342,BEN-03253,COHORT-VN-001,2025-12-07,1,84.8,100,Irene Nyambura,Literacy
ASMT-006343,BEN-03253,COHORT-VN-001,2026-03-07,2,70.6,100,Leonard Owino,Technical Skills
ASMT-006344,BEN-03254,COHORT-VN-001,2025-12-01,1,78.1,100,Nancy Wangari,Life Skills
ASMT-006345,BEN-03254,COHORT-VN-001,2026-03-01,2,83.9,100,Yvonne Achieng,Life Skills
ASMT-006346,BEN-03255,COHORT-VN-001,2025-12-17,1,90.2,100,Brian Mwangi,Life Skills
ASMT-006347,BEN-03255,COHORT-VN-001,2026-03-17,2,25.1,100,Patrick Simiyu,Life Skills
ASMT-006348,BEN-03256,COHORT-VN-001,2025-12-16,1,208.8,100,Irene Ndung'u,Numeracy
ASMT-006349,BEN-03256,COHORT-VN-001,2026-03-23,2,60.5,100,Maurice Maina,Numeracy
ASMT-006350,BEN-03257,COHORT-VN-001,2025-12-14,1,51.1,100,Nicholas Otieno,Numeracy
ASMT-006351,BEN-03257,COHORT-VN-001,2026-03-14,2,58.1,100,Wanjiku Githinji,Technical Skills
ASMT-006352,BEN-03258,COHORT-VN-001,2025-12-05,1,51.5,100,David Kamau,Technical Skills
ASMT-006353,BEN-03258,COHORT-VN-001,2026-03-05,2,72.3,100,Leonard Njenga,Life Skills
ASMT-006354,BEN-03259,COHORT-VN-001,2025-12-12,1,72.8,100,Zipporah Ndung'u,Life Skills
ASMT-006355,BEN-03259,COHORT-VN-001,2026-03-12,2,73.8,100,Kezia Awino,Literacy
ASMT-006356,BEN-03260,COHORT-VN-001,2025-11-22,1,66.2,100,Yvonne Wanjiku,Numeracy
ASMT-006357,BEN-03260,COHORT-VN-001,2026-02-20,2,43.9,100,Leonard Gichuki,Literacy
ASMT-006358,BEN-03261,COHORT-VN-001,2025-11-22,1,89.4,100,Dennis Wangari,Technical Skills
ASMT-006359,BEN-03261,COHORT-VN-001,2026-02-20,2,100.0,100,Brian Mutinda,Life Skills
ASMT-006360,BEN-03262,COHORT-VN-001,2025-12-20,1,82.8,100,Uchenna Kiplagat,Numeracy
ASMT-006361,BEN-03262,COHORT-VN-001,2026-03-20,2,51.9,100,Leonard Gichuki,Technical Skills
ASMT-006362,BEN-03263,COHORT-VN-001,2025-12-09,1,64.0,100,Zipporah Owino,Numeracy
ASMT-006363,BEN-03263,COHORT-VN-001,09/03/2026,2,74.8,100,Tabitha Ndung'u,Life Skills
ASMT-006364,BEN-03264,COHORT-VN-001,2025-12-06,1,94.4,100,Esther Were,Life Skills
ASMT-006365,BEN-03264,COHORT-VN-001,2026-03-06,2,65.7,100,Queen Ndung'u,Life Skills
ASMT-006366,BEN-03265,COHORT-VN-001,09-Dec-2025,1,86.0,100,Nicholas Ochieng,Technical Skills
ASMT-006367,BEN-03265,COHORT-VN-001,2026-03-09,2,88.6,100,Caroline Achieng,Literacy
ASMT-006368,BEN-03266,COHORT-VN-001,2025-12-01,1,62.1,100,Stephen Mutinda,Literacy
ASMT-006369,BEN-03266,COHORT-VN-001,2026-03-23,2,38.5,100,Eunice Chebet,Technical Skills
ASMT-006370,BEN-03267,COHORT-VN-001,2025-12-12,1,82.1,100,Caroline Onyango,Life Skills
ASMT-006371,BEN-03267,COHORT-VN-001,2026-03-12,2,82.6,100,James Maina,Technical Skills
ASMT-006372,BEN-03268,COHORT-VN-001,2025-11-27,1,81.4,100,Tabitha Kiplagat,Literacy
ASMT-006373,BEN-03268,COHORT-VN-001,2026-02-25,2,88.5,100,Uchenna Kimani,Technical Skills
ASMT-006374,BEN-03269,COHORT-VN-001,2025-12-16,1,79.1,100,Grace Ochieng,Literacy
ASMT-006375,BEN-03269,COHORT-VN-001,2026-03-16,2,83.8,100,Aisha Musyoka,Numeracy
ASMT-006376,BEN-03270,COHORT-VN-001,2025-12-05,1,87.2,100,David Simiyu,Life Skills
ASMT-006377,BEN-03270,COHORT-VN-001,2026-03-05,2,94.9,100,Joseph Mwangi,Numeracy
ASMT-006378,BEN-03271,COHORT-VN-001,2025-11-27,1,68.2,100,Kezia Owino,Technical Skills
ASMT-006379,BEN-03271,COHORT-VN-001,2026-03-27,2,100.0,100,,Technical Skills
ASMT-006380,BEN-03272,COHORT-VN-001,2025-12-18,1,86.8,100,Nicholas Ochieng,Numeracy
ASMT-006381,BEN-03272,COHORT-VN-001,2026-03-18,2,88.3,100,Caroline Wangari,Life Skills
ASMT-006382,BEN-03273,COHORT-VN-001,2025-12-08,1,76.5,100,Harrison Achieng,Literacy
ASMT-006383,BEN-03273,COHORT-VN-001,2026-03-08,2,64.1,100,Seun Mwangi,Literacy
ASMT-006384,BEN-03274,COHORT-VN-001,2025-12-01,1,60.8,100,Joseph Maina,Technical Skills
ASMT-006385,BEN-03274,COHORT-VN-001,2026-03-01,2,78.2,100,Patrick Adhiambo,Numeracy
ASMT-006386,BEN-03275,COHORT-VN-001,2025-12-04,1,58.1,100,Patrick Wanjiku,Numeracy
ASMT-006387,BEN-03275,COHORT-VN-001,04-Mar-2026,2,100.0,100,Aisha Mugo,Life Skills
ASMT-006388,BEN-03276,COHORT-VN-001,03/12/2025,1,76.5,100,Queen Kiplagat,Life Skills
ASMT-006389,BEN-03276,COHORT-VN-001,2026-03-03,2,58.7,100,Joseph Gichuki,Technical Skills
ASMT-006390,BEN-03277,COHORT-VN-001,2025-12-01,1,79.5,100,Grace Odongo,Life Skills
ASMT-006391,BEN-03277,COHORT-VN-001,2026-03-01,2,75.3,100,Caroline Chebet,Life Skills
ASMT-006392,BEN-03278,COHORT-VN-001,2025-12-16,1,77.9,100,Yvonne Onyango,Literacy
ASMT-006393,BEN-03278,COHORT-VN-001,2026-03-16,2,196.8,100,Grace Adhiambo,Life Skills
ASMT-006394,BEN-03279,COHORT-VN-001,2025-12-14,1,73.5,100,Zipporah Rotich,Life Skills
ASMT-006395,BEN-03279,COHORT-VN-001,2026-03-14,2,100.0,100,Boniface Waweru,Technical Skills
ASMT-006396,BEN-03280,COHORT-VN-001,2025-11-30,1,57.0,100,Hassan Ochieng,Numeracy
ASMT-006397,BEN-03280,COHORT-VN-001,28/02/2026,2,98.1,100,Harrison Simiyu,Technical Skills
ASMT-006398,BEN-03281,COHORT-VN-001,2025-12-18,1,63.7,100,Eunice Mutua,Life Skills
ASMT-006399,BEN-03281,COHORT-VN-001,2026-03-18,2,62.5,100,Esther Were,Literacy
ASMT-006400,BEN-03282,COHORT-VN-001,2025-12-11,1,57.3,100,Wanjiku Onyango,Numeracy
ASMT-006401,BEN-03282,COHORT-VN-001,2026-03-11,2,67.5,100,Kezia Maina,Technical Skills
ASMT-006402,BEN-03283,COHORT-VN-001,2025-11-28,1,73.3,100,Wanjiku Maina,Technical Skills
ASMT-006403,BEN-03283,COHORT-VN-001,2026-02-26,2,53.4,100,Stephen Adhiambo,Life Skills
ASMT-006404,BEN-03284,COHORT-VN-001,2025-12-16,1,63.1,100,Nancy Mugo,Numeracy
ASMT-006405,BEN-03284,COHORT-VN-001,2026-03-16,2,74.6,100,Violet Waweru,Literacy
ASMT-006406,BEN-03285,COHORT-VN-001,2025-11-24,1,59.3,100,Aisha Kiplagat,Technical Skills
ASMT-006407,BEN-03285,COHORT-VN-001,2026-02-22,2,62.0,100,David Wangari,Literacy
ASMT-006408,BEN-03286,COHORT-VN-001,2025-12-05,1,80.0,100,Esther Achieng,Numeracy
ASMT-006409,BEN-03286,COHORT-VN-001,2026-03-05,2,158.8,100,Rose Mutua,Technical Skills
ASMT-006410,BEN-03287,COHORT-VN-001,2025-12-05,1,73.0,100,David Githinji,Literacy
ASMT-006411,BEN-03287,COHORT-VN-001,2026-03-05,2,90.4,100,Yvonne Kiplagat,Literacy
ASMT-006412,BEN-03288,COHORT-VN-001,2025-12-18,1,65.4,100,Quinton Ndung'u,Literacy
ASMT-006413,BEN-03288,COHORT-VN-001,2026-03-18,2,58.7,100,James Achieng,Numeracy
ASMT-006414,BEN-03289,COHORT-VN-001,2025-12-18,1,68.3,100,Irene Mutinda,Literacy
ASMT-006415,BEN-03289,COHORT-VN-001,2026-03-18,2,53.2,100,Priscilla Were,Technical Skills
ASMT-006416,BEN-03290,COHORT-VN-001,2025-12-14,1,60.2,100,Wanjiku Onyango,Numeracy
ASMT-006417,BEN-03290,COHORT-VN-001,2026-03-14,2,80.1,100,Brian Nyambura,Numeracy
ASMT-006418,BEN-03291,COHORT-VN-001,2025-12-11,1,60.2,100,Raphael Ndung'u,Life Skills
ASMT-006419,BEN-03291,COHORT-VN-001,2026-03-11,2,79.6,100,Rose Gichuki,Numeracy
ASMT-006420,BEN-03292,COHORT-VN-001,2025-12-03,1,83.0,100,,Literacy
ASMT-006421,BEN-03292,COHORT-VN-001,03-Mar-2026,2,43.8,100,Harrison Mugo,Technical Skills
ASMT-006422,BEN-03293,COHORT-VN-001,2025-12-13,1,76.2,100,Tabitha Mutinda,Technical Skills
ASMT-006423,BEN-03293,COHORT-VN-001,2026-03-13,2,88.5,100,Kezia Were,Life Skills
ASMT-006424,BEN-03294,COHORT-VN-001,2025-12-09,1,35.3,100,Eunice Mwangi,Numeracy
ASMT-006425,BEN-03294,COHORT-VN-001,09/03/2026,2,58.7,100,Kendi Odongo,Numeracy
ASMT-006426,BEN-03295,COHORT-VN-001,2025-12-17,1,83.4,100,Zipporah Wanjiku,Technical Skills
ASMT-006427,BEN-03295,COHORT-VN-001,2026-03-17,2,76.7,100,Cynthia Gichuki,Life Skills
ASMT-006428,BEN-03296,COHORT-VN-001,2025-12-17,1,76.3,100,Kezia Musyoka,Life Skills
ASMT-006429,BEN-03296,COHORT-VN-001,17/03/2026,2,62.3,100,Tabitha Githinji,Numeracy
ASMT-006430,BEN-03297,COHORT-VN-001,2025-12-13,1,85.9,100,Dennis Kariuki,Literacy
ASMT-006431,BEN-03297,COHORT-VN-001,2026-03-13,2,57.1,100,Boniface Adhiambo,Numeracy
ASMT-006432,BEN-03298,COHORT-VN-001,2025-12-05,1,80.0,100,Felix Odongo,Technical Skills
ASMT-006433,BEN-03298,COHORT-VN-001,05-Mar-2026,2,81.7,100,Gladys Chebet,Technical Skills
ASMT-006434,BEN-03299,COHORT-VN-001,2025-12-03,1,67.2,100,Queen Omondi,Technical Skills
ASMT-006435,BEN-03299,COHORT-VN-001,2026-03-17,2,59.2,100,Nancy Onyango,Literacy
ASMT-006436,BEN-03300,COHORT-VN-001,2025-12-01,1,61.2,100,Rose Wangari,Technical Skills
ASMT-006437,BEN-03300,COHORT-VN-001,2026-03-02,2,68.8,100,David Ndung'u,Life Skills
ASMT-006438,BEN-03301,COHORT-VN-001,2025-11-21,1,80.0,100,,Literacy
ASMT-006439,BEN-03301,COHORT-VN-001,2026-02-19,2,41.9,100,Joseph Were,Literacy
ASMT-006440,BEN-03302,COHORT-VN-001,2025-12-08,1,65.0,100,Violet Njenga,Life Skills
ASMT-006441,BEN-03302,COHORT-VN-001,2026-03-08,2,49.1,100,Irene Mutua,Numeracy
ASMT-006442,BEN-03303,COHORT-VN-001,2025-12-20,1,87.5,100,Dennis Musyoka,Literacy
ASMT-006443,BEN-03303,COHORT-VN-001,2026-03-20,2,100.0,100,Irene Kiprotich,Literacy
ASMT-006444,BEN-03304,COHORT-VN-001,2025-12-05,1,88.4,100,Joseph Kiplagat,Literacy
ASMT-006445,BEN-03304,COHORT-VN-001,2026-03-05,2,76.6,100,Tabitha Musyoka,Technical Skills
ASMT-006446,BEN-03305,COHORT-VN-001,2025-12-18,1,73.1,100,Maurice Mugo,Numeracy
ASMT-006447,BEN-03305,COHORT-VN-001,2026-03-18,2,79.1,100,Eunice Nyambura,Technical Skills
ASMT-006448,BEN-03306,COHORT-VN-001,18/12/2025,1,100.0,100,Violet Kariuki,Numeracy
ASMT-006449,BEN-03306,COHORT-VN-001,2026-03-18,2,69.0,100,Quinton Wangari,Numeracy
ASMT-006450,BEN-03307,COHORT-VN-001,2025-11-25,1,90.2,100,Amina Chebet,Literacy
ASMT-006451,BEN-03307,COHORT-VN-001,2026-02-23,2,88.2,100,Gladys Njenga,Literacy
ASMT-006452,BEN-03308,COHORT-VN-001,2025-12-08,1,93.1,100,Violet Musyoka,Technical Skills
ASMT-006453,BEN-03308,COHORT-VN-001,2026-03-08,2,78.1,100,Queen Nyambura,Life Skills
ASMT-006454,BEN-03309,COHORT-VN-001,2025-12-15,1,96.6,100,Irene Mwangi,Numeracy
ASMT-006455,BEN-03309,COHORT-VN-001,15-Mar-2026,2,63.4,100,Irene Wanjiku,Life Skills
ASMT-006456,BEN-03310,COHORT-VN-001,2025-11-21,1,88.4,100,Aisha Gichuki,Technical Skills
