visit_id,beneficiary_id,cohort_id,visit_date,officer_name,visit_outcome,gps_latitude,gps_longitude,notes,follow_up_required
FV-003912,BEN-02706,COHORT-PL-007,2026-01-09,Maurice Kariuki,No Contact,-0.06769,34.78874,Soluta rem magni nulla tenetur autem voluptates odit.,True
FV-003913,BEN-02706,COHORT-PL-007,2026-01-20,Stephen Adhiambo,Partially Verified,-0.16345,34.81759,Optio quam alias tempore repudiandae nobis quisquam.,
FV-003914,BEN-02707,COHORT-PL-007,2026-08-18,Kendi Simiyu,No Contact,-0.11311,34.71337,Delectus aspernatur natus dolorum velit dolorem et in itaque consequuntur.,True
FV-003915,BEN-02707,COHORT-PL-007,2026-02-01,Cynthia Mutinda,Verified,-0.19338,34.80641,Qui vitae asperiores explicabo itaque.,True
FV-003916,BEN-02707,COHORT-PL-007,2026-03-20,Felix Njenga,Referred,-0.02458,34.78076,Delectus placeat expedita placeat expedita excepturi dolor.,
FV-003917,BEN-02708,COHORT-PL-007,2026-01-25,Caroline Mugo,Verified,-0.125,34.74719,Eaque vel sed ipsum vel maiores nisi impedit.,True
FV-003918,BEN-02710,COHORT-PL-007,2026-02-24,Mary Nyambura,Partially Verified,-0.0176,34.67862,Praesentium magnam minima voluptas nesciunt soluta officia tempore consequatur.,
FV-003919,BEN-02710,COHORT-PL-007,2026-05-23,David Kamau,Referred,-0.18254,34.71593,Quis adipisci aliquam quod perspiciatis.,False
FV-003920,BEN-02711,COHORT-PL-007,2025-10-24,Irene Adhiambo,verified,-0.00803,34.83731,Unde accusantium quidem est.,True
FV-003921,BEN-02712,COHORT-PL-007,2025-10-02,Esther Awino,Partially Verified,-0.07602,34.76469,Voluptates quos eos autem ipsam.,False
FV-003922,BEN-02713,COHORT-PL-007,2025-10-23,Nancy Odongo,Verified,-0.08762,34.81821,Modi accusamus velit atque suscipit veritatis voluptates mollitia illum.,
FV-003923,BEN-02714,COHORT-PL-007,2025-11-11,Nicholas Owino,Verified,-0.16965,34.77731,Maxime ducimus earum vero commodi.,True
FV-003924,BEN-02715,COHORT-PL-007,2026-01-05,Dennis Nyambura,Partially Verified,-0.07303,34.71786,Error veniam libero possimus natus impedit aspernatur.,True
FV-003925,BEN-02715,COHORT-PL-007,2026-04-23,David Onyango,Partially Verified,-0.1816,34.7371,Voluptatem magnam iure accusamus.,
FV-003926,BEN-02716,COHORT-PL-007,2026-06-07,Raphael Musyoka,Verified,-0.14964,34.75563,Culpa iure aliquid eligendi eos ratione adipisci.,True
FV-003927,BEN-02716,COHORT-PL-007,2026-07-30,Cynthia Achieng,Partially Verified,-0.10743,34.84145,Consequatur saepe optio quo necessitatibus nostrum laboriosam.,True
FV-003928,BEN-02718,COHORT-PL-007,2025-09-12,Caroline Kiplagat,Verified,-0.19137,34.66548,Nobis repellat animi distinctio quod ea vero.,False
FV-003929,BEN-02719,COHORT-PL-007,2026-03-03,Cynthia Auma,Verified,-0.07355,34.67171,Voluptatem rem ipsam nisi qui ut nemo ea sapiente cum.,False
FV-003930,BEN-02719,COHORT-PL-007,2026-08-03,Seun Waweru,Verified,-0.13686,34.82275,Ad sequi commodi ut perspiciatis animi maiores quisquam enim.,False
FV-003931,BEN-02720,COHORT-PL-007,2026-04-12,Joseph Rotich,Partially Verified,-0.04865,34.84726,Dolorum repellendus ullam porro repellendus atque.,
FV-003932,BEN-02720,COHORT-PL-007,2026-06-30,Eunice Simiyu,Partially Verified,-0.00738,34.83588,Cumque facilis aspernatur repellendus animi doloribus.,True
FV-003933,BEN-02722,COHORT-PL-007,2026-03-01,Felix Ochieng,Partially Verified,-0.04931,34.79538,Temporibus itaque dicta sapiente explicabo fugit placeat.,True
FV-003934,BEN-02722,COHORT-PL-007,2026-01-06,Irene Kamau,No Contact,-0.13728,34.78626,Adipisci repellat voluptas porro distinctio consequuntur at.,
FV-003935,BEN-02723,COHORT-PL-007,24/09/2025,Harrison Gichuki,Verified,-0.17998,34.76972,Dignissimos asperiores excepturi autem architecto nihil.,False
FV-003936,BEN-02724,COHORT-PL-007,23/08/2025,Lilian Ochieng,Verified,-0.13959,34.67644,Odit adipisci accusamus aut qui.,
FV-003937,BEN-02725,COHORT-PL-007,2025-12-22,Joseph Gichuki,Partially Verified,-0.03544,34.68678,Dignissimos quos facere consectetur asperiores perferendis eaque officia incidunt unde.,True
FV-003938,BEN-02726,COHORT-PL-007,2025-09-24,Hassan Owino,Verified,-0.09744,34.73962,Quibusdam facilis dicta eaque consequatur quod blanditiis.,
FV-003939,BEN-02727,COHORT-PL-007,2026-04-01,Seun Mutinda,Verified,-0.03115,34.76471,Autem placeat pariatur numquam quaerat est quasi impedit.,
FV-003940,BEN-02727,COHORT-PL-007,2025-11-06,Tabitha Owino,Referred,-0.10718,34.72885,Modi sed eveniet distinctio quis.,False
FV-003941,BEN-02728,COHORT-PL-007,10/01/2026,Harrison Njenga,No Contact,-0.18566,34.78739,Modi culpa minus quam numquam animi autem sed.,
FV-003942,BEN-02728,COHORT-PL-007,2026-05-31,Caroline Achieng,Verified,-0.08695,34.85785,Repellendus omnis voluptas delectus deleniti deserunt nam nihil repudiandae maiores.,False
FV-003943,BEN-02729,COHORT-PL-007,05-Oct-2025,Eunice Mutinda,Verified,-0.14611,34.77916,Veniam qui occaecati soluta cupiditate maxime.,False
FV-003944,BEN-02729,COHORT-PL-007,2026-01-14,Lilian Mwangi,verified,-0.07555,34.76348,Adipisci rem et sit quaerat magni nesciunt sunt.,False
FV-003945,BEN-02730,COHORT-PL-007,2026-08-18,Leonard Achieng,Verified,-0.19895,34.73513,Reprehenderit repellat facere ratione reprehenderit tenetur facere eligendi praesentium laudantium laboriosam.,False
FV-003946,BEN-02731,COHORT-PL-007,2026-05-16,Irene Auma,partial,-0.20088,34.86024,Quod earum hic recusandae doloribus esse eligendi.,False
FV-003947,BEN-02732,COHORT-PL-007,2026-02-07,Felix Maina,No Contact,-0.00685,34.82691,Aliquid ab necessitatibus soluta unde.,
FV-003948,BEN-02733,COHORT-PL-007,2026-06-22,David Ochieng,Verified,-0.17786,34.77016,Error ipsa vero perferendis facilis facilis dignissimos iure.,True
FV-003949,BEN-02734,COHORT-PL-007,2026-07-09,Kendi Mutinda,Verified,-0.20087,34.7855,Quos repellendus natus temporibus sint officiis fugit.,
FV-003950,BEN-02734,COHORT-PL-007,2026-05-09,Tabitha Githinji,Verified,-0.07771,34.68208,Aut commodi suscipit ducimus iusto similique ducimus voluptate quasi nobis.,False
FV-003951,BEN-02735,COHORT-PL-007,2026-06-17,Boniface Were,Verified,-0.12133,34.82984,At ipsa nemo voluptatibus sequi.,False
FV-003952,BEN-02735,COHORT-PL-007,2026-05-18,Patrick Kiprotich,Verified,-0.19803,34.68144,Consequuntur odio ducimus adipisci natus id consequatur.,
FV-003953,BEN-02736,COHORT-PL-007,2026-08-05,Maurice Mugo,Referred,-0.04821,34.79384,Provident eos commodi hic animi.,
FV-003954,BEN-02736,COHORT-PL-007,2025-10-12,Quinton Githinji,Partially Verified,-0.06889,34.81978,Fuga officiis doloremque perspiciatis possimus nesciunt.,True
FV-003955,BEN-02736,COHORT-PL-007,2025-09-24,Lilian Were,Referred,-0.00833,34.85026,Perferendis nisi vel ea eaque culpa nam.,
FV-003956,BEN-02737,COHORT-PL-007,2025-10-21,Priscilla Adhiambo,Verified,-0.17735,34.80979,Culpa unde incidunt ratione libero tenetur necessitatibus quas.,True
FV-003957,BEN-02737,COHORT-PL-007,20/04/2026,Lilian Nyambura,Verified,-0.10387,34.69547,Unde esse praesentium tempore quae explicabo itaque magni.,True
FV-003958,BEN-02738,COHORT-PL-007,2026-01-16,Owen Omondi,Verified,-0.20123,34.79252,Cupiditate quam quas laudantium soluta.,
FV-003959,BEN-02739,COHORT-PL-007,2026-03-10,Mary Mwangi,Verified,-0.11845,34.83842,Ipsa autem dolorem sed ut eius.,False
FV-003960,BEN-02740,COHORT-PL-007,2025-11-28,Kezia Kamau,Verified,,34.82613,Cum nobis dignissimos similique totam.,
FV-003961,BEN-02741,COHORT-PL-007,2026-02-13,Seun Chebet,Referred,,34.85178,Harum iure ullam earum adipisci pariatur voluptatem eius ullam.,False
FV-003962,BEN-02741,COHORT-PL-007,2026-05-08,Esther Were,Verified,-0.11538,34.69531,Optio aut cum fugiat magnam vero vitae expedita.,True
FV-003963,BEN-02741,COHORT-PL-007,13-Jun-2026,Xavier Chebet,Partially Verified,-0.14663,34.83094,Provident rem minus nobis alias quod.,
FV-003964,BEN-02742,COHORT-PL-007,30/12/2025,Maurice Kariuki,Verified,-0.06547,34.67501,Perspiciatis excepturi explicabo recusandae ut voluptate veniam.,
FV-003965,BEN-02742,COHORT-PL-007,2025-12-19,Violet Auma,Partially Verified,-0.07275,34.74354,Quod tempore laudantium recusandae delectus numquam et eaque tenetur.,False
FV-003966,BEN-02743,COHORT-PL-007,2025-09-07,Irene Chebet,Referred,-0.20083,34.85998,Reprehenderit voluptatum itaque quasi consequatur ipsam vitae.,False
FV-003967,BEN-02743,COHORT-PL-007,2026-07-16,Dennis Achieng,Verified,-0.19295,34.71614,In quia deleniti repudiandae exercitationem aliquam consequuntur a ipsam cumque.,
FV-003968,BEN-02743,COHORT-PL-007,2026-01-06,Uchenna Were,Referred,-0.20102,34.69035,Deserunt occaecati dolorum voluptatum maxime vero necessitatibus.,True
FV-003969,BEN-02745,COHORT-PL-007,2026-07-22,Seun Owino,Verified,-0.05352,34.78849,Voluptas unde exercitationem soluta architecto temporibus labore beatae.,True
FV-003970,BEN-02745,COHORT-PL-007,2026-07-17,Owen Awino,Verified,-0.10922,34.8547,Explicabo a necessitatibus deserunt nam.,
FV-003971,BEN-02746,COHORT-PL-007,2026-04-12,Tabitha Ndung'u,Verified,-0.17889,34.69237,Adipisci repellat voluptates amet numquam sapiente iusto.,False
FV-003972,BEN-02746,COHORT-PL-007,2025-12-11,Kendi Mutinda,Verified,-0.01776,34.71328,Autem consectetur labore deserunt veniam velit quia.,True
FV-003973,BEN-02747,COHORT-PL-007,2025-08-28,Francis Onyango,Partially Verified,-0.15171,34.81996,Excepturi tempora quisquam placeat iste totam fuga odit tempora ad.,True
FV-003974,BEN-02748,COHORT-PL-007,2026-02-23,Tabitha Onyango,Partially Verified,-0.08232,34.68748,Illum quaerat a animi corrupti adipisci.,False
FV-003975,BEN-02750,COHORT-PL-007,27-Apr-2026,Wanjiku Rotich,Verified,-0.18652,34.72266,Labore sit velit commodi nesciunt quibusdam eius debitis nisi officia eum.,True
FV-003976,BEN-02750,COHORT-PL-007,2025-11-20,Owen Otieno,Verified,-0.18983,34.81888,Quo consectetur distinctio repellat repellat tenetur tempora maiores.,False
FV-003977,BEN-02751,COHORT-PL-007,2026-07-11,Gladys Rotich,no contact,-0.17574,34.7994,Veniam beatae facere ratione adipisci cumque accusamus vel minima.,False
FV-003978,BEN-02751,COHORT-PL-007,2025-10-06,James Rotich,Verified,-0.0411,34.76456,Recusandae sint suscipit eligendi architecto.,False
FV-003979,BEN-02753,COHORT-PL-007,2026-08-05,Owen Njoroge,Referred,-0.12312,34.69166,Accusamus veritatis quasi commodi dolore ad ipsam numquam.,False
FV-003980,BEN-02756,COHORT-PL-007,2026-05-13,Xavier Waweru,No Contact,-0.16807,34.85181,Laudantium expedita praesentium laborum exercitationem molestiae veniam a excepturi.,
FV-003981,BEN-02757,COHORT-PL-007,2025-09-07,Felix Mutinda,Verified,-0.11133,34.69318,Esse aliquam nulla tenetur debitis.,False
FV-003982,BEN-02757,COHORT-PL-007,2026-06-19,Hassan Mugo,Verified,-0.1919,34.73677,Hic numquam perspiciatis consectetur debitis inventore excepturi.,False
FV-003983,BEN-02759,COHORT-PL-007,2025-12-14,Tabitha Adhiambo,Verified,-0.13869,34.72255,Tenetur enim porro aliquam recusandae ullam officiis earum optio totam.,
FV-003984,BEN-02760,COHORT-PL-007,2026-04-16,Wanjiku Waweru,Verified,-0.05143,34.81027,Tenetur corporis laborum harum optio ut non.,
FV-003985,BEN-02760,COHORT-PL-007,2026-07-23,Boniface Auma,partial,-0.06229,34.71432,Similique temporibus autem quos ullam quaerat.,True
FV-003986,BEN-02760,COHORT-PL-007,2026-01-17,Raphael Odongo,Verified,-0.01786,34.79203,Ipsum voluptas ipsam tempora nam soluta in magni.,True
FV-003987,BEN-02761,COHORT-PL-007,2025-10-27,Grace Onyango,No Contact,-0.17913,34.78417,Minus ipsum nulla vero assumenda hic repellat ipsa.,
FV-003988,BEN-02761,COHORT-PL-007,2025-09-23,Harrison Chebet,Partially Verified,-0.06768,34.66249,Voluptatem enim at ipsum doloremque neque.,True
FV-003989,BEN-02762,COHORT-PL-007,2026-02-03,Irene Chebet,Verified,-0.08183,34.70502,Nostrum et iste amet vitae eius distinctio sapiente inventore eaque.,True
FV-003990,BEN-02762,COHORT-PL-007,2026-04-08,Eunice Kamau,Verified,-0.11661,34.82406,Maxime corporis tempora voluptatem voluptates ipsa accusamus ipsam eos laboriosam.,True
FV-003991,BEN-02762,COHORT-PL-007,2025-09-10,Queen Owino,Verified,-0.14117,34.66397,Dicta exercitationem reiciendis saepe fuga ratione debitis inventore possimus nihil.,False
FV-003992,BEN-02763,COHORT-PL-007,2026-06-25,Kezia Were,Verified,-0.16167,34.788,Rerum quo velit dolore voluptas.,True
FV-003993,BEN-02763,COHORT-PL-007,2026-05-31,Kezia Githinji,No Contact,-0.00664,34.82963,Iusto dignissimos exercitationem libero consequuntur harum.,False
FV-003994,BEN-02764,COHORT-PL-007,2025-12-30,Nicholas Mugo,Referred,-0.1468,34.71455,Voluptatibus voluptates culpa dolorum ad quos itaque magni nemo.,True
FV-003995,BEN-02764,COHORT-PL-007,2025-11-13,Felix Mwangi,Verified,-0.15825,34.7161,Beatae doloremque provident delectus quod fugit ab molestiae quam a.,
FV-003996,BEN-02765,COHORT-PL-007,2025-10-17,Leonard Maina,Verified,-0.10566,34.68794,Totam repellat distinctio officiis aliquid veritatis adipisci temporibus.,True
FV-003997,BEN-02765,COHORT-PL-007,2026-04-26,Felix Adhiambo,Verified,,34.84962,Asperiores tenetur doloribus odio excepturi deleniti nihil.,False
FV-003998,BEN-02766,COHORT-PL-007,2026-03-12,Olive Kiprotich,Partially Verified,-0.04169,34.81614,Inventore vel eaque suscipit nobis similique sint rem.,False
FV-003999,BEN-02766,COHORT-PL-007,30-Jun-2026,Harrison Njenga,partial,-0.01556,34.81596,Qui reiciendis incidunt ad earum.,False
FV-004000,BEN-02766,COHORT-PL-007,2026-07-30,Patrick Wangari,Verified,-0.18067,34.79969,Aut eius dolores sit adipisci amet eius nihil.,False
FV-004001,BEN-02767,COHORT-PL-007,2026-05-04,Kezia Nyambura,Verified,-0.12924,34.78001,Voluptatibus tempora eligendi harum ipsa optio odio sed fugit.,
FV-004002,BEN-02768,COHORT-PL-007,2026-03-19,Wanjiku Achieng,Partially Verified,-0.00938,34.779,Tenetur itaque delectus aspernatur facere labore laudantium error ab.,
FV-004003,BEN-02768,COHORT-PL-007,2025-12-20,Rose Githinji,No Contact,-0.09549,34.68565,Ducimus fugiat magnam inventore minima enim molestiae libero.,False
FV-004004,BEN-02770,COHORT-PL-007,2026-04-25,Francis Wangari,Verified,-0.1038,34.73709,Earum laudantium facere doloremque aperiam.,True
FV-004005,BEN-02771,COHORT-PL-007,2025-08-23,Harrison Otieno,Partially Verified,-0.08572,34.79702,Quas nobis magnam cupiditate dignissimos.,
FV-004006,BEN-02772,COHORT-PL-007,2026-04-06,Rose Chebet,No Contact,-0.0828,34.77209,Placeat cupiditate odio consequatur quae nemo nesciunt.,False
FV-004007,BEN-02773,COHORT-PL-007,2025-10-16,James Kimani,Verified,-0.14715,34.80782,Tempore repellendus culpa et quos accusamus praesentium commodi similique consequuntur.,
FV-004008,BEN-02774,COHORT-PL-007,2025-12-29,Quinton Mugo,Verified,-0.02409,34.77162,Enim earum maiores ullam.,
FV-004009,BEN-02774,COHORT-PL-007,15/12/2025,Felix Onyango,Verified,,34.84958,In unde laboriosam facilis repudiandae eaque quasi iure.,
FV-004010,BEN-02775,COHORT-PL-007,16/07/2026,Tabitha Onyango,Verified,-0.17111,34.82767,Hic eos in nihil dolorem assumenda atque placeat.,False
FV-004011,BEN-02776,COHORT-PL-007,08-Jan-2026,Francis Kiplagat,No Contact,,34.82564,Fuga officiis laudantium ratione pariatur ipsum repellendus.,True
FV-004012,BEN-02776,COHORT-PL-007,2026-01-13,Joseph Mwangi,No Contact,-0.15722,34.75114,Repellendus quaerat harum similique laboriosam hic natus commodi.,False
FV-004013,BEN-02777,COHORT-PL-007,2025-12-22,Cynthia Simiyu,Verified,-0.19462,34.81763,Perferendis unde sed consequuntur ipsa eveniet eum delectus laudantium.,True
FV-004014,BEN-02777,COHORT-PL-007,2026-03-17,Caroline Awino,Verified,-0.0851,34.81239,Enim numquam maxime minus nihil.,True
FV-004015,BEN-02779,COHORT-PL-007,11-Sep-2025,Kezia Njoroge,Partially Verified,-0.0732,34.83198,Laborum corporis facere qui consequuntur a aspernatur praesentium facere.,
FV-004016,BEN-02779,COHORT-PL-007,2026-03-16,Violet Otieno,No Contact,-0.09639,34.85783,Impedit non nisi modi quos.,
FV-004017,BEN-02780,COHORT-PL-007,2026-01-15,Cynthia Musyoka,Partially Verified,-0.14878,34.7704,Officia inventore placeat alias fugit laboriosam esse.,
FV-004018,BEN-02781,COHORT-PL-007,2026-07-07,Violet Onyango,No Contact,-0.16251,34.77106,Dicta alias cum sint ducimus animi at possimus voluptatum.,False
FV-004019,BEN-02781,COHORT-PL-007,2025-12-02,Rose Kiprotich,No Contact,-0.01814,34.75742,Doloribus accusantium aspernatur ullam reiciendis magni pariatur.,False
FV-004020,BEN-02782,COHORT-PL-007,2025-12-20,Lilian Githinji,Verified,-0.18355,34.66755,Explicabo magnam eum minima eum consequatur enim corrupti.,False
FV-004021,BEN-02783,COHORT-PL-007,20/07/2026,David Njenga,Verified,-0.1055,34.71872,Aut asperiores deserunt non vel expedita provident minima.,False
FV-004022,BEN-02783,COHORT-PL-007,2026-01-05,Seun Otieno,Verified,-0.00593,34.7242,Asperiores iste nemo molestias officiis itaque unde omnis.,True
FV-004023,BEN-02785,COHORT-PL-007,2026-05-21,Hassan Mutua,Verified,-0.15478,34.82121,Expedita id incidunt nulla voluptate dolorum voluptates repellat.,False
FV-004024,BEN-02786,COHORT-PL-007,2026-03-26,Wanjiku Wangari,no contact,-0.17795,34.78922,Quae nemo quae quia ipsa dolorum iure modi consequuntur velit.,True
FV-004025,BEN-02787,COHORT-PL-007,2025-11-13,Leonard Kiplagat,verified,-0.20051,34.8448,Temporibus possimus nobis quibusdam voluptatibus quod totam inventore.,False
FV-004026,BEN-02787,COHORT-PL-007,2025-10-26,Owen Nyambura,Partially Verified,-0.01943,34.67784,Similique vel esse iusto provident cumque deserunt.,True
FV-004027,BEN-02788,COHORT-PL-007,2026-02-25,Francis Kiplagat,Verified,-0.00595,34.69075,Eligendi inventore similique saepe laborum nihil deleniti laboriosam quas non.,False
FV-004028,BEN-02789,COHORT-PL-007,2025-10-12,Patrick Maina,Partially Verified,-0.19314,34.85642,At soluta consectetur voluptates repellendus.,
FV-004029,BEN-02790,COHORT-PL-007,2025-09-12,David Mugo,Verified,-0.00566,34.81913,Repellendus non animi ratione nulla sequi qui sint saepe.,True
FV-004030,BEN-02790,COHORT-PL-007,2026-01-02,Caroline Ochieng,No Contact,-0.14916,34.7065,Molestiae optio culpa totam commodi similique.,
FV-004031,BEN-02790,COHORT-PL-007,2026-03-31,Esther Musyoka,Verified,-0.10804,34.80387,Odio nemo odio tempore quasi fugit repudiandae repellendus.,
FV-004032,BEN-02791,COHORT-PL-007,2026-01-07,Cynthia Nyambura,Verified,-0.06033,34.67914,Impedit delectus alias hic incidunt dolor recusandae.,False
FV-004033,BEN-02791,COHORT-PL-007,2025-12-24,Eunice Awino,Partially Verified,-0.0172,34.66914,Distinctio perspiciatis alias culpa deleniti consectetur consectetur dolores modi veritatis.,True
FV-004034,BEN-02792,COHORT-PL-007,2026-03-01,Patrick Auma,Verified,-0.02468,34.74774,Doloremque officia et velit.,
FV-004035,BEN-02792,COHORT-PL-007,2025-11-21,Lilian Nyambura,Verified,-0.19426,34.74639,Quidem saepe aperiam earum cum consequuntur eligendi error quidem expedita.,False
FV-004036,BEN-02793,COHORT-PL-007,2026-07-05,James Nyambura,Verified,-0.13336,34.75195,Eius accusamus veritatis nobis qui doloribus delectus amet nesciunt.,True
FV-004037,BEN-02793,COHORT-PL-007,2026-03-30,Nancy Gichuki,Verified,,34.71054,Non iure consequuntur earum esse ratione assumenda tenetur accusamus laborum.,True
FV-004038,BEN-02794,COHORT-PL-007,2026-01-04,Owen Auma,Partially Verified,-0.05709,34.83879,Cupiditate perspiciatis praesentium dolores ut quidem laborum occaecati dolore ipsa.,False
FV-004039,BEN-02795,COHORT-PL-007,2025-09-17,Quinton Mutua,no contact,-0.19035,34.74336,Ducimus id ipsa ipsam labore dolore eum nam.,False
FV-004040,BEN-02795,COHORT-PL-007,2026-02-14,Lilian Awino,Verified,-0.0077,34.76245,Enim vel debitis harum incidunt.,
FV-004041,BEN-02795,COHORT-PL-007,03/05/2026,Kezia Mugo,no contact,-0.08397,34.83103,Tempora doloribus dolor quo quia consectetur eaque iure.,
FV-004042,BEN-02797,COHORT-PL-007,2025-11-07,Esther Maina,Partially Verified,-0.03463,34.68411,Rerum vitae exercitationem ut atque.,
FV-004043,BEN-02798,COHORT-PL-007,2026-07-12,Caroline Otieno,Referred,-0.15209,34.8184,Rerum dolore dolorum amet culpa nulla qui.,True
FV-004044,BEN-02799,COHORT-PL-007,2025-11-27,Stephen Kimani,Verified,-0.12512,34.7705,Officia ex debitis enim ipsum deleniti provident rerum architecto consectetur sint.,False
FV-004045,BEN-02799,COHORT-PL-007,2026-06-25,Hassan Adhiambo,partial,-0.17156,34.76391,Dolore ullam porro autem voluptates.,
FV-004046,BEN-02800,COHORT-PL-007,2026-01-26,Brian Mugo,Verified,-0.11026,34.80415,Nobis necessitatibus ratione et pariatur assumenda enim debitis.,False
FV-004047,BEN-02801,COHORT-PL-007,2025-12-28,Leonard Nyambura,Verified,-0.15357,34.85249,In perferendis voluptatem alias unde.,False
FV-004048,BEN-02802,COHORT-PL-007,2026-07-15,James Kiplagat,No Contact,-0.02639,34.82001,Sequi quam eveniet at a eius dolorum hic.,True
FV-004049,BEN-02803,COHORT-PL-007,2026-04-09,Raphael Kamau,Verified,-0.01692,34.75044,Hic enim distinctio cum quod repellat.,
FV-004050,BEN-02805,COHORT-PL-007,2026-07-10,Irene Mutinda,Verified,-0.01393,34.84601,Nihil ducimus culpa quis unde ab animi occaecati cumque.,
FV-004051,BEN-02806,COHORT-PL-007,2026-02-12,Xavier Gichuki,Verified,-0.11028,34.85873,Id magnam eum iure aliquid occaecati temporibus ullam ullam.,False
FV-004052,BEN-02806,COHORT-PL-007,2026-01-14,Aisha Achieng,Verified,-0.15107,34.66378,Pariatur autem nobis dolor molestiae fuga aliquam aliquam.,False
FV-004053,BEN-02807,COHORT-PL-007,2025-11-28,Joseph Kiplagat,No Contact,-0.06485,34.73783,Tempore pariatur distinctio voluptate exercitationem.,True
FV-004054,BEN-02809,COHORT-PL-007,2026-02-08,Olive Nyambura,Verified,,34.80847,Officia labore ipsum ex illo mollitia blanditiis cumque omnis.,True
FV-004055,BEN-02809,COHORT-PL-007,2026-05-10,Kezia Onyango,Partially Verified,-0.04068,34.82343,Omnis dolores earum in dolor delectus enim fugiat officiis.,False
FV-004056,BEN-02809,COHORT-PL-007,2026-04-24,Stephen Kiprotich,Verified,-0.01508,34.85158,Sequi minus vel quo ex quibusdam quasi ex.,False
FV-004057,BEN-02810,COHORT-PL-007,2025-10-12,Brian Githinji,Verified,-0.09394,34.67131,Est dignissimos voluptate quidem repellendus maiores autem quas voluptatibus.,True
FV-004058,BEN-02810,COHORT-PL-007,31/07/2026,Joseph Ndung'u,Partially Verified,-0.06514,34.76483,Necessitatibus harum provident necessitatibus totam illum ratione accusamus.,
FV-004059,BEN-02811,COHORT-PL-007,19/10/2025,Caroline Njenga,Verified,-0.03833,34.76011,Provident ipsum et delectus sapiente qui maiores.,False
FV-004060,BEN-02811,COHORT-PL-007,2026-08-01,Stephen Gichuki,Verified,-0.12525,34.81068,At natus delectus suscipit eveniet quasi.,True
FV-004061,BEN-02813,COHORT-PL-007,2025-12-08,Leonard Musyoka,Verified,-0.03594,34.73124,Explicabo ullam odio saepe dicta odit dolorem id.,False
FV-004062,BEN-02813,COHORT-PL-007,2025-11-05,Rose Odongo,Partially Verified,-0.18061,34.79636,Earum eligendi vel esse animi.,
FV-004063,BEN-02813,COHORT-PL-007,2026-01-05,Quinton Kamau,Verified,-0.13339,34.82733,Sed aliquid aspernatur ratione culpa nihil consequuntur accusamus quod facere quidem.,True
FV-004064,BEN-02814,COHORT-PL-007,2025-11-30,Seun Mugo,Partially Verified,-0.16555,34.69422,Tempora perferendis non cumque odit adipisci quaerat.,
FV-004065,BEN-02815,COHORT-PL-007,2026-07-31,Tabitha Auma,Verified,-0.02859,34.68312,Necessitatibus tempore nam ad rem perspiciatis pariatur.,True
FV-004066,BEN-02816,COHORT-PL-007,2025-12-25,Boniface Maina,partial,-0.17798,34.80021,Dicta amet molestias molestiae distinctio voluptatum eos libero.,
FV-004067,BEN-02818,COHORT-PL-007,2025-11-13,James Omondi,Verified,-0.19704,34.74104,Porro ad veritatis ipsa culpa esse inventore hic non.,True
FV-004068,BEN-02820,COHORT-PL-007,2025-10-19,Grace Njoroge,Verified,-0.06889,34.70397,Dolore ut reprehenderit perspiciatis natus est maxime magni soluta quia.,True
FV-004069,BEN-02821,COHORT-PL-007,2025-11-30,Nancy Njenga,Partially Verified,-0.15133,34.84449,Minus excepturi debitis ratione.,True
FV-004070,BEN-02822,COHORT-PL-007,2026-06-18,Stephen Njenga,Partially Verified,-0.1659,34.83275,Cumque labore delectus fugit quibusdam corporis rem quod eveniet.,
FV-004071,BEN-02822,COHORT-PL-007,2026-03-15,Brian Mutinda,Verified,-0.12679,34.85731,Laborum odio esse repudiandae impedit molestiae.,True
FV-004072,BEN-02822,COHORT-PL-007,2026-07-03,Dennis Gichuki,partial,-0.06673,34.68763,Quae labore amet placeat iusto deserunt perferendis dolores odit soluta.,True
FV-004073,BEN-02823,COHORT-PL-007,2025-09-18,David Gichuki,Verified,,34.77961,Impedit autem explicabo vel error quas harum molestias voluptatem.,
FV-004074,BEN-02824,COHORT-PL-007,2026-02-15,Priscilla Mugo,Referred,-0.13769,34.8166,Id magnam molestias quidem quia possimus veritatis velit nulla cumque.,False
FV-004075,BEN-02825,COHORT-PL-007,2026-05-23,Gladys Auma,Verified,-0.02762,34.70198,Nobis voluptates suscipit quidem perspiciatis recusandae officiis.,False
FV-004076,BEN-02826,COHORT-PL-007,2026-01-05,Maurice Ochieng,Referred,-0.051,34.72139,Facere maxime incidunt provident impedit assumenda pariatur earum sed voluptate dolorem.,False
FV-004077,BEN-02827,COHORT-PL-007,2025-09-11,Zipporah Kiplagat,Verified,-0.08973,34.83795,Sit molestias molestias commodi neque deleniti iusto.,False
FV-004078,BEN-02827,COHORT-PL-007,2025-08-31,Mary Ndung'u,no contact,-0.09276,34.71328,Architecto consequatur rerum ullam laudantium laudantium voluptas dolorum voluptas mollitia.,True
FV-004079,BEN-02828,COHORT-PL-007,2025-08-25,Irene Maina,Partially Verified,-0.09855,34.70281,At perferendis culpa ut.,False
FV-004080,BEN-02828,COHORT-PL-007,2026-04-01,Queen Onyango,Verified,-0.04739,34.82454,Asperiores dolor magnam facilis adipisci.,False
FV-004081,BEN-02830,COHORT-PL-007,2026-08-15,Seun Waweru,Verified,-0.101,34.8422,Corrupti neque facilis dolor unde doloribus repudiandae odio placeat perspiciatis enim.,False
